ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	AOI[header]Hit	AOI[top_menu]Hit	AOI[image]Hit	AOI[info1]Hit	AOI[info2]Hit	AOI[Rectangle 8]Hit	AOI[Rectangle 10]Hit	AOI[Rectangle 11]Hit	AOI[Rectangle 12]Hit	AOI[Rectangle 13]Hit	AOI[Rectangle 14]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-255	1888	4637									269244	16:12:32.009	1491573409234309																3		Fixation	167	928	897												936	947	651	934	659	940	655	933	910	147.92	91.48	145.93	90.17	146.92	90.82	63.91	24.78	475.98	126.63	24.68	480.44					494.18	494.18	3.17	3.24	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-369	1888	4637									269428	16:12:32.192	1491573409417653																4		Fixation	67	921	983												947	938	617	925	625	931	621	924	990	146.55	97.11	144.59	95.85	145.57	96.48	63.95	24.96	476.33	126.83	24.87	480.19					494.53	494.53	3.12	3.18	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-939	1888	4637									273497	16:12:36.261	1491573413486952																5		Fixation	83	893	1776												1192	864	865	917	825	890	845	883	1784	134.94	55.81	143.35	62.48	139.14	59.15	68.76	15.21	468.95	131.40	16.62	474.57					485.78	485.78	3.22	3.10	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-939	1888	4637									273697	16:12:36.461	1491573413687098																6		Fixation	167	410	1789												1204			405	833	405	833	398	1772			63.33	61.14						129.09	16.58	473.98						0.00		3.16	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1053	1888	4637									273913	16:12:36.678	1491573413903762																7		Fixation	166	840	2009												1217	837	970	851	939	844	954	837	2007	130.83	38.28	133.04	43.55	131.93	40.91	67.66	14.67	469.12	130.29	16.09	474.25					486.10	486.10	3.22	3.11	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1395	1888	4637									274146	16:12:36.911	1491573414136737																8		Fixation	133	840	2287												1231	851	894	864	880	857	887	850	2282	132.97	51.02	135.04	53.40	134.01	52.21	67.45	15.60	469.90	130.20	16.90	474.87					486.96	486.96	3.25	3.13	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1395	1888	4637									274313	16:12:37.077	1491573414303296																9		Fixation	183	530	2271												1241	569	900	537	842	553	871	546	2266	88.88	50.05	83.86	59.73	86.37	54.89	66.29	15.80	471.01	128.98	17.07	475.75					488.26	488.26	3.24	3.24	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1509	1888	4637									274513	16:12:37.277	1491573414503184																10		Fixation	117	492	2310												1253	497	833	493	774	495	803	488	2312	77.61	61.25	76.99	70.93	77.30	66.09	65.99	16.40	471.51	128.66	17.67	475.78					488.84	488.84	3.10	3.16	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1623	1888	4637									274780	16:12:37.544	1491573414770255																11		Fixation	117	874	2058												1269	871	476	896	405	883	440	876	2063	136.11	120.62	139.97	132.44	138.04	126.53	68.24	18.58	472.64	130.57	19.60	477.59					489.71	489.71	3.16	3.13	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1623	1888	4637									274946	16:12:37.711	1491573414936886																12		Fixation	383	781	1948												1279																			-13.94										4	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-2421	1888	4637									275430	16:12:38.194	1491573415420398																13		Fixation	300	863	3262												1308	853	861	895	837	874	849	867	3270	133.31	56.43	139.84	60.56	136.58	58.49	67.99	18.00	472.63	130.60	19.19	477.14					489.70	489.70	3.23	3.19	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-2877	1888	4637									275880	16:12:38.644	1491573415870308																14		Fixation	150	327	3593												1335	347	751	328	734	337	742	330	3619	54.29	74.77	51.18	77.72	52.73	76.24	64.96	17.90	473.98	127.68	19.24	477.54					491.54	491.54	3.13	3.23	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-3276	1888	4637									276080	16:12:38.844	1491573416070407																15		Fixation	300	832	4012												1347	843	748	862	723	852	735	845	4011	131.76	75.34	134.64	79.47	133.20	77.41	66.68	17.76	473.63	129.37	19.12	477.90					490.89	490.89	3.20	3.14	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-3559	1888	4637									276413	16:12:39.178	1491573416403735																16		Fixation	200	942	4322												1367	942	782	945	761	943	771	936	4330	147.23	69.62	147.72	73.19	147.47	71.40	68.10	17.46	473.53	130.80	18.69	478.20					490.54	490.54	3.22	3.22	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-3217	1888	4637									276663	16:12:39.428	1491573416653693																17		Fixation	217	981	3570												1382	984	410	1016	328	1000	369	993	3586	153.80	131.59	158.81	145.32	156.31	138.45	68.78	19.13	474.91	131.22	20.30	479.53					491.89	491.89	3.22	3.23	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-2647	1888	4637									276963	16:12:39.728	1491573416953671																18		Fixation	200	717	2858												1400																			-13.94										4	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1963	1888	4637									277230	16:12:39.994	1491573417220421																19		Fixation	283	379	2208												1416																			-13.94										4	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1336	1888	4637									277563	16:12:40.328	1491573417553683																20		Fixation	117	398	1806												1436	412	460			412	460	405	1796	64.35	123.40					63.28	18.30	474.66		-13.94						492.53		3.36		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1336	1888	4637									277713	16:12:40.478	1491573417703779																21		Fixation	150	391	1631												1445			364	281	364	281	357	1617			56.90	153.21						125.46	20.62	478.06						0.00		3.22	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-1336	1888	4637									277897	16:12:40.661	1491573417887095																22		Fixation	200	403	1745												1456			410	371	410	371	403	1707			64.12	138.13						125.29	20.49	477.62						0.00		3.15	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-994	1888	4637									278113	16:12:40.878	1491573418103823																23		Fixation	217	454	1222												1469																			-13.94										4	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-880	1888	4637									278463	16:12:41.228	1491573418453894																24		Fixation	100	1169	1821												1490	1171	948			1171	948	1164	1828	183.01	41.94					67.24	17.44	473.97		-13.94						491.11		3.30		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-880	1888	4637									278630	16:12:41.395	1491573418620779																25		Fixation	67	968	1729												1500			1008	833	1008	833	1001	1713			157.54	61.16						129.40	19.28	477.61						0.00		3.24	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-880	1888	4637									278764	16:12:41.528	1491573418754356																26		Fixation	517	866	1390												1508	864	523	893	461	878	492	871	1372	134.98	112.78	139.50	123.12	137.24	117.95	66.43	19.08	474.86	128.93	20.36	478.07					492.23	492.23	3.23	3.21	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									279330	16:12:42.095	1491573419320891																27		Fixation	150	1003	1166												1542	1009	623	1015	595	1012	609	1005	1147	157.58	96.22	158.63	100.78	158.11	98.50	66.88	19.43	476.06	129.59	20.68	479.64					493.36	493.36	3.17	3.11	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									279530	16:12:42.295	1491573419520868																28		Fixation	133	1283	1117												1554	1278	615	1305	559	1291	587	1284	1125	199.65	97.53	203.88	106.83	201.76	102.18	67.88	19.46	476.01	130.47	20.62	479.95					493.15	493.15	3.19	3.13	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									279730	16:12:42.495	1491573419720942																29		Fixation	67	956	1398												1566	1239	541			1239	541	1232	1079	193.61	109.77					68.45	19.83	476.40		-13.94						493.46		3.16		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									280014	16:12:42.778	1491573420004201																30		Fixation	67	945	1106												1583	1277	393			1277	393	1270	931	199.55	134.51					69.19	20.37	477.38		-13.94						494.34		3.07		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									280180	16:12:42.945	1491573420171052																31		Fixation	83	1271	1007												1593																			-13.94										4	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									280818	16:12:43.583	1491573420809115																32		Fixation	118	1219	1102												1631	1246	540			1246	540	1239	1078	194.63	110.01					66.41	22.15	481.05		-13.94						498.53		3.16		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									281086	16:12:43.850	1491573421076260																33		Fixation	117	1711	1160												1647	1714	624			1714	624	1707	1162	267.86	95.95					75.89	28.49	501.95		-13.94						518.13		3.05		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									281489	16:12:44.253	1491573421479455																34		Fixation	117	787	936												1671	806	357	806	423	806	390	799	928	125.87	140.43	126.01	129.54	125.94	134.99	89.48	22.87	579.76	152.14	21.33	577.91					593.11	593.11	3.19	3.36	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									281876	16:12:44.640	1491573421866561																35		Fixation	438	429	919												1694			406	368	406	368	399	906			63.43	138.74						113.79	13.11	579.79						0.00		3.34	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									282364	16:12:45.129	1491573422354893																36		Fixation	167	854	1225												1723	866	678	834	647	850	662	843	1200	135.37	87.05	130.37	92.21	132.87	89.63	42.71	-10.57	599.43	105.48	-10.33	599.84					617.92	617.92	3.24	3.24	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									282664	16:12:45.428	1491573422654872																37		Fixation	183	493	1043												1741	525	517	492	509	508	513	501	1051	82.07	113.78	76.86	115.11	79.46	114.45	50.65	-20.97	604.74	113.28	-22.07	605.75					621.87	621.87	3.32	3.38	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									282897	16:12:45.662	1491573422888199																38		Fixation	217	327	930												1755	363	390	311	378	337	384	330	922	56.70	135.02	48.53	137.03	52.61	136.03	55.35	-26.47	609.78	118.09	-28.19	611.41					626.20	626.20	3.32	3.38	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									283131	16:12:45.895	1491573423121514																39		Fixation	100	439	929												1769	458	387	400	382	429	384	422	922	71.52	135.43	62.48	136.29	67.00	135.86	57.78	-19.21	601.81	120.53	-21.46	604.39					617.85	617.85	3.38	3.45	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									283331	16:12:46.095	1491573423321486																40		Fixation	100	1273	1336												1781	1307	829			1307	829	1300	1367	204.25	61.88					62.17	-22.87	588.51		-13.94						604.09		3.42		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									283447	16:12:46.212	1491573423438102																41		Fixation	133	1241	1270												1788	1260	741	1250	706	1255	723	1248	1261	196.83	76.56	195.28	82.38	196.05	79.47	63.98	-25.42	588.20	126.16	-28.75	597.54					603.58	603.58	3.43	3.33	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									283614	16:12:46.378	1491573423604715																42		Fixation	200	1003	1243												1798	1019	724	1028	679	1023	701	1016	1239	159.15	79.39	160.70	86.78	159.92	83.08	63.71	-28.83	593.97	126.05	-31.86	602.59					609.39	609.39	3.42	3.36	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									283881	16:12:46.645	1491573423871589																43		Fixation	150	293	1450												1814			292	903	292	903	285	1441			45.62	49.46						121.55	-31.76	602.36						0.00		3.37	4	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									284081	16:12:46.845	1491573424071608																44		Fixation	200	340	1421												1826	362	891	328	855	345	873	338	1411	56.60	51.49	51.25	57.51	53.93	54.50	54.72	-32.02	591.86	117.54	-32.36	594.07					608.74	608.74	3.35	3.32	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									284364	16:12:47.128	1491573424354894																45		Fixation	183	1066	1202												1843	1064	664			1064	664	1057	1202	166.20	89.27					59.72	-30.11	591.43		-13.94						607.50		3.35		0	4				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									284564	16:12:47.328	1491573424554910																46		Fixation	417	1042	1253												1855	1078	708	1059	706	1068	707	1061	1245	168.36	81.93	165.51	82.30	166.93	82.12	60.65	-29.97	591.73	123.36	-32.08	596.70					607.64	607.64	3.37	3.25	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									285031	16:12:47.795	1491573425021614																47		Fixation	217	618	1243												1883	666	735	627	680	646	707	639	1245	104.11	77.53	98.03	86.61	101.07	82.07	60.26	-30.04	592.45	122.93	-32.29	597.24					608.42	608.42	3.38	3.35	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									285264	16:12:48.028	1491573425254840																48		Fixation	183	546	1254												1897	579	765	532	684	555	724	548	1262	90.43	72.50	83.20	85.97	86.82	79.23	59.85	-30.06	593.02	122.57	-32.25	597.63					609.04	609.04	3.35	3.28	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									285480	16:12:48.245	1491573425471458																49		Fixation	250	362	1303												1910	408	762	365	746	386	754	379	1292	63.80	73.05	57.00	75.74	60.40	74.40	58.46	-30.34	593.80	121.22	-32.36	597.97					610.03	610.03	3.30	3.30	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									285764	16:12:48.528	1491573425754843																50		Fixation	250	434	1538												1927	488	1002	407	965	447	983	440	1521	76.22	32.93	63.58	39.16	69.90	36.05	57.88	-31.70	593.28	120.55	-33.48	597.38					609.64	609.64	3.35	3.23	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									286064	16:12:48.828	1491573426054748																51		Fixation	150	513	1534												1945	538	969	496	974	517	971	510	1509	84.14	38.57	77.56	37.73	80.85	38.15	57.93	-31.67	593.00	120.76	-33.34	597.88					609.36	609.36	3.32	3.30	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-538	1888	4637									286247	16:12:49.012	1491573426238276																52		Fixation	433	369	1463												1956	422	945	355	949	388	947	381	1485	66.01	42.46	55.42	41.81	60.72	42.13	57.44	-31.84	593.56	120.26	-33.43	598.19					609.99	609.99	3.26	3.27	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-766	1888	4637									286697	16:12:49.462	1491573426688313																53		Fixation	67	359	1659												1983	362	880	353	884	357	882	350	1648	56.60	53.36	55.10	52.70	55.85	53.03	57.23	-32.37	593.32	120.04	-33.96	598.62					609.80	609.80	3.12	3.19	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-766	1888	4637									286814	16:12:49.578	1491573426804984																54		Fixation	233	853	1734												1990	831	993	837	955	834	974	827	1740	129.88	34.47	130.76	40.87	130.32	37.67	58.76	-32.00	593.52	121.52	-33.58	599.06					609.75	609.75	3.34	3.19	0	0				
23/09/2017	3.4.4	ontozur_beh_2	New test	tester14	tester14a	07/04/2017	1719954	1920 x 1200	I-VT filter	https://www.zlavadna.sk/zlava_197667_nezabudnutelny-splav-dravej-rieky-bela-s-hd-videom-z-raftu (1888x4637)	7	-880	1888	4637									287114	16:12:49.878	1491573427105007																55		Fixation	83	417	1859												2008	458	1004	413	951	435	977	428	1857	71.52	32.65	64.56	41.53	68.04	37.09	57.99	-32.69	593.52	120.75	-34.46	598.92					609.89	609.89	3.14	3.14	0	0				
